snippet_key,hook,explanation
224,"In the village of Kardiguda near Hubli in Karnataka, there is a rock in the shape of a grotesque human being. The temple is called the Basavanna temple, after the modern social reformer of Karnataka. However the connection is far more ancient and is to Ramayana. How is this connected?","_x000D_ Kabandha is a demon whose face and neck were crushed into his stomach. His mouth was in the belly and he had no legs. He was blessed with arms 13 kms wide with which he used to grab and devour everything around him. When he tried to eat Rama and Lakshmana, they remained calm and Rama cut off his arms. This released Kabandha from his curse and he advised Rama on where to find Sabri who will in turn lead him towards Sugreeva. The grotesque sculpture is that of Kabandha which is now revered as Basavanna. Locals believe Basavanna held on to the demon who became part of his body._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ _x000D_ Picture Credit_x000D_ Speaking Tree"
225,Which is the birthplace of Hanuman?,"_x000D_ Anjeyanadri is a hill near Hampi in Karnataka which is accepted as the birthplace of Hanumanji. There are also competing claims for the birth place of Hanumanji from Gokarna in Karnataka and Anjanadri in Andhra. Hanumangarh is in Rajasthan. Anjeyanadri near Hampi is widely accepted as the birthplace of Hanumanji. There is a temple on top of a hillock for Hanumanji._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ _x000D_ Picture Credit_x000D_ www.facebook.comanjanadrihillanegundi"
226,This famous temple in South India is closed on the day of Dussehrah; and the slaying of Ravana is enacted and celebrated only in a neighboring temple. Which temple is this?,"The lingam at the main Ramanathaswamy temple in Rameswaram was consecrated on the day after the slaying of Ravana and coronation of Vibhishana. Therefore it is believed not to have existed on the day of Dussehrah. Hence it remains closed on the day of Dussehrah. The slaying is celebrated in the neighboring Kothandaramaswamy temple._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ _x000D_ Picture Credit_x000D_ Ramanujam"
227,Bascule bridges are bridges that can be raised to allow traffic to move beneath it. There is only one bascular bridge in India. Where is it?,"_x000D_ The bascular bridge in Rameswaram can be raised and lowered and allows ships to pass beneath it. This is a railway bridge; till recently, Rameswaram was connected only by this railway line. A new road bridge has been built now._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ _x000D_ Picture Credit_x000D_ _x000D_ Ramanujam"
228,Istripuram is a location in Sri Lanka connected with the Ramayana itihaasa. What is the event that it is associated with?,"After Hanumanji landed in Sri Lanka and located Sita mata, Ravana moved her to a labyrinth of caves. The caves open out at strategic places that are associated with Ravana's life like his dairy farm, his airport, his place of meditation etc. The caves are located in Istripuram. Even though they are well known these are not frequented. There is no religious worship in the place. Source Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni. Ramayana in Lanka Picture Credit"
229,This temple is called Dakshin Kailasha and is at the same longitude as Mount Kailash. Where is this temple?,"_x000D_ _x000D_ Trinconamalee in Sri Lanka is called Trikuta Parvat and hosts the Koneswarama temple. It is considered as the capital of Ravana. There are other temples in the coast which are now sunken and are believed to be very ancient. The temple has a recorded history from 250 BCE._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ _x000D_ Picture Credit_x000D_ Ramayana Tirtha"
230,A place in Uttarakhand does not worship Hanumanji. Why?,"Dronagiri in Uttarakhand is the place where Hanuman ji is not worshipped. The local people are supposed to be upset with Hanumanji as he had desecrated the place by dislocating the mountain and carrying it to Lanka. Even today, there is a reddish discharge from the portion said to have been torn off by Hanumanji, which is a discharge of Sulphur and oil. Ramlila performances stop at the abduction of Sita, since after that the narration involves Hanumanji._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ _x000D_ Picture Credit_x000D_ Ramanujam"
231,Kelaniya is a Buddhist temple in Sri Lanka but also has an important connection to Ramayana. What it it?,"By the time Ravana was killed, Lanka had been devastated. Vibhishana sought a blessing from Rama to build a new capital on the western coast and chose Kelaniya, near Colombo. A Buddhist temple is at the site of Vibhishana's palace and houses the only temple to Vibhishana in the world. There are deities of Vibhishana in temples near Rameswaram but those are not solely dedicated to him. The coronation of Vibishnana by Lakshmana is also represented in a sculpture in Kelaniya._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ Ramayana in Lanka_x000D_ _x000D_ Picture Credit_x000D_ https //kelaniyatemple.lk/"
232,Shatrughan cremated Dasaratha. Which is the site of cremation of Dasaratha in Ramayana?,"Vilvahari Teertha, called Billori, is the site of cremation of Dasaratha. It is believed that Bharata wanted him to be cremated where no other mortal had been cremated before. His body was preserved in oil for several days before such a place could be located. As Dasaratha had disowned Kaikeyi and Bharata after Rama's exile, Shatrughan cremated Dasaratha._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ Ayodhya UP Tourism_x000D_ _x000D_ Picture Credit_x000D_ Ayodhya UP Tourism"
233,Makhaura Dham is an hour's drive from Ayodhya. It has a deep connection with Ramayana. What is its significance?,"Makhaura Dham is in the Basti district of Uttar Pradesh. As advised by Vashishtha, Raja Dasaratha performed putreshti yajna here. There are two temples for Ram Janaki in Makhaura Dham._x000D_ _x000D_ Source_x000D_ Ayodhya UP Tourism_x000D_ _x000D_ Picture Credit_x000D_ Ayodhya UP Tourism"
331,Which poem of Kalidasa is set in monsoons? It describes the journey of a monsoon cloud from Ramtek and Ujjan to the Himalayas. It carries a romantic message from an exiled lover.,"In Meghdhootam a exiled Yaksha sends this message to his lover through the monsoon clouds. He describes to the cloud the sights it would see on its way from Ramtek and Ujjain till it reaches Alaka in Himalayas. Kalidasa describes the arrival of monsoon clouds over Ujjain on the first day of Ashadha 15 June. This is a surprisingly accurate estimate of the date on which the monsoon rains arrive over this part of India._x000D_ _x000D_ Picture: Monsoon and morning mist at NandaPrayag, Uttarakhand._x000D_ _x000D_ Source: The Monsoons, P.K.Das_x000D_ _x000D_ Picture Credit: S. R. Ramanujam"
332,Cheerapunjee is not the wettest place on earth any longer. It is Mawsynaram. In which State is Mawsynaram?,"Mawsynaram is also in Meghalaya and is close to Cheerapunjee. Mawsynaram records were not as reliable as Cheerapunjee, but the available records suggest that the mean annual rainfall in Mawsynaram is 1141 cm. This is a little higher than Cheerapunjee's._x000D_ _x000D_ Both these places lie on the southern slopes of Khasi hills, at the end of a deep valley running from south to north. The monsoon winds blow from the south and are trapped within the valley and eventually strike these two places at the end of the valley. That is what causes immense rain in these two places._x000D_ _x000D_ Source: The Monsoons, P.K.Das_x000D_ _x000D_ Picture Credit: The Atlantic"
333,"More than two thousand years ago, Indian mariners used the shifting monsoon wind direction to sail to Indonesia. It was called Bali Yatra. Where did the Yatra start from?","By the end of the second century BC, Indian mariners appear to have learned enough about the monsoon winds and ocean currents. They sailed through a southern route across the Indian Ocean to the islands of Indonesia, with a stop over in Sri Lanka, instead of sailing along the coast. Odisha’s Lake Chilika was an important starting point for this voyage. That era of maritime exploration and trade is still remembered in Odisha in folklore and festivals. The festival of Kartik Purnima takes place in mid-November when the winds shift and begin to blow from the north. This marks the time of year that ancient mariners would have set sail for Indonesia. Families, especially women and children, gather at the edge of a water-body and launch paper boats with oil-lamps in the water._x000D_ _x000D_ Picture: Monsoon on the Railway Tracks at Nilambur, Kerala._x000D_ _x000D_ Source: Sanjeev Sanyal, The Ocean of Churn_x000D_ _x000D_ Picture Credit: S. R. Ramanujam"
334,"What are Kal Baisakhis, Coffee Shower and Mango Shower?","There are large areas in India, such as Assam and Bengal, which experience violent thunderstorms in the pre-monsoon months of April and May. These are the well known Nor Westers or Kal Baisakhis, meaning a mass of dark clouds in the month of Baisakh. The rainfall is convective and can be as much as 5 cm in an hour but the rainfall is generally of short duration._x000D_ _x000D_ Pre monsoon showers in Kerala are known as Coffee Showers. In Karnataka they are called Mango Showers. These help ripen the crop._x000D_ _x000D_ Picture: Monsoon mist and clouds over Beas river at Mandi, Himachal Pradesh_x000D_ _x000D_ Source: The Monsoons, P.K.Das_x000D_ _x000D_ Picture Credit: S. R. Ramanujam"
335,The English astronomer Halley explained what causes monsoons. He is also famous for another discovery. What was it?,"The English astronomer Edmond Halley noticed the similarity between the monsoon and the land or sea breeze. He ascribed the monsoon winds to the movement of the Sun from the equator to the tropic and the consequent heating of land; and to the differential heating between land and ocean. Just like the sea breeze and land breeze._x000D_ _x000D_ He also identified that repeated appearances of comets to the naked eye in earth are visits of the same comet. The comet was named after him as Halley's comet. Interestingly, the last visit of Halley's comet was in 1986, exactly three hundred years after he published his theory on the cause of monsoons. The comet would next be visible in 2061._x000D_ _x000D_ Picture: Monsoon is the lifeline of the otherwise snowclad and remote Lahaul Valley, Himachal_x000D_ _x000D_ Source: The Monsoons, P.K.Das_x000D_ _x000D_ Picture Credit: S. R. Ramanujam"
336,Vassa is the monsoon season in Buddhism. Why do Buddhists (and some Jains) forbid monks from traveling in monsoon season?,"Wandering monks were common in India. However during the rainy season monks may end up crushing green herbs, vegetative life and little living creatures. The sacred canon of Theravada Buddhism, Vinaya Sukta, explicitly states that all bhikshus (Buddhist monks or devotees) are to enter Vassa, a three–month annual retreat. During this period (rainy season), the monks are to stay in one place. Vassa was practiced even among Jains and other Sramana sects like Ajavikas._x000D_ _x000D_ Picture: Jog Falls on a lean monsoon day, Karnataka_x000D_ _x000D_ Source: Dimri AP et al. 2022. Monsoon in history and present. Journal of Palaeosciences 71(1): 45–74._x000D_ _x000D_ Picture Credit: S. R. Ramanujam"
337,Varshamana is an ancient instrument described in Arthashastra. What is it used for?,"Kautilya’s Arthasastra (50–125 CE) refers to Varshamana. It gives instructions for setting up a rain guage or Varshamana. ""In (front of) the store-house a bowl (kunda) with its mouth as wide as an aratni (24 angulag) shall be set up as rain-gauge (varshamána).""_x000D_ _x000D_ It also provides a description of various types of rain clouds and a simplistic method for forecasting rains._x000D_ _x000D_ Picture. DudhSagar falls on the Karnataka - Goa border_x000D_ _x000D_ Source: Kautilya's Arthashastra, R. Shamasastry._x000D_ _x000D_ Picture Credit: S. R. Ramanujam"
338,The Thar desert plays an important role in Indian monsoons. How?,"Himalayas keep the Indian land mass warm by blocking the cool air from the North. The Thar Desert is also a vital feature. The extreme heat in the Thar Desert generates a low pressure region as the hot air rises. This draws the monsoon winds towards the north west of India, advancing the monsoon._x000D_ _x000D_ Source: Lectures of Professor Ojha, Allahabad University_x000D_ _x000D_ Picture Credit: Wikimedia Commons"
339,A Rig Vedic hymn welcoming monsoons features an animal that aestivates - that buries itself in sand and wakes up with the rain. Which animal is featured?,"Rig Veda has the famous Frog Hymn. It describes the onset of the rainy season with the croaking of frogs. In tropical countries, frogs bury themselves in sand during summer and await the rains. They emerge with the coming of rains and croak in chorus. The Frog Hymn describes the emergence of frogs and their behaviour at the advent of rains. The hymn also mentions the riches that frogs will deliver, an allusion to rains which will revive the earth and grant all riches._x000D_ _x000D_ Even today, Jyapus, the farmers of the Kathmandu valley, perform frog worship during the rainy season in order to secure their harvest. The Jyapu puts cooked rice and beans in the cavity of four clay containers resembling the figure of a frog. Then the Jyapu places the containers or the leaves in the four corners of his field. He stands in the middle of the field, looks upward and praises the frogs “O frogs, last year you have provided for us with plenty of rice and other grains. This year too give us plenty.” The concept of this simple ritual is almost exactly as that of the Ṛgvedic Frog Hymn._x000D_ _x000D_ Picture: Ganga on a clear monsoon day, upstream of Rishikesh_x000D_ _x000D_ Source: The Rig Veda, Bibek Debroy and Dipavali Debroy._x000D_ _x000D_ The Adaptation of Monsoonal Culture by Ṛgvedic Aryans: A Further Study of the Frog Hymn. Gautama V. Vajracharya_x000D_ _x000D_ Picture Credit: S. R. Ramanujam"
340,The discovery of Hippalus wind revolutionized sea trade. The wind offers a direct sea route to India. Which is the starting point for this sea route?,"Hippalus was a Greek navigator who discovered a direct sea route from Red Sea to India, aided by the South West monsoon. This route would sail to India directly across the Indian ocean. The earlier practice was to ply along the coast which would take a longer time. The direct route also allowed the traders to return the same year when the wind reverses direction during the north wast monsoon. In his honour, the south west monsoon was named Hippalus wind. The Periplus of the Erythraen Sea, a first century navigational text, describes this legacy._x000D_ _x000D_ Though the reference to Hippalus wind is documented, there are doubts whether Hippalus was a historical figure. It is possible that this legacy is only a foundation myth._x000D_ _x000D_ Source: The Birth of the Monsoon Winds: On the Existence and Understanding of Hippalus, and the “Discovery” of the Apogeous Trade Winds. Scott Vincent Hatcher_x000D_ _x000D_ Picture Credit: Wikmedia Commons"
341,El Nino phenomenon is connected to monsoons. It is also connected to Christmas. How?,"El Nino in Spanish means ""The Child."" This event refers to unusual warming of waters off the coast of Peru. It reduces the yield of fish and is known to increase the probability of a weak monsoon in the succeeding year. This event normally occurs around Christmas. The phrase El Nino refers to the ""The Child"" or the birth of Jesus._x000D_ _x000D_ Picture: The slopes of Matheran on a velvet green monsoon day, Maharashtra_x000D_ _x000D_ Source: The Monsoons, P.K.Das_x000D_ _x000D_ Picture Credit: S. R. Ramanujam"
342,Monsooned Malabar is a special coffee variety which has a GI tag. Why it is called so?,"India's most unusual coffee is Monsooned Malabar. It is coffee that has been exposed for three or four months to the moisture laden winds of the monsoon. The process swells and yellows the bean, reduces acidity and imparts a heavy, deep, syrupy sweetness to the cup. They also acquire mustiness. Monsooned Malabar has acquired a Geographical Identification (GI) tag. Monsooning was originally devised by Indian exporters to produce a cup similiar to Old Brown Java coffees, which were similiarly transformed in taste by exposure to salt air and moisture in the hulls of wooden sailing ships on their voyage from Java to Europe. Picture: Kedarnath on a clear monsoon morning Source: Coffee, A guide to buying, brewing and enjoying. Kenneth Davids Picture Credit: S. R. Ramanujam"
307,"If the Yatris are singing the popular bhajan ""Mata Ne Bulaya Hai,"" or ""Çhalo Bulawa Aaya Hai,"" where are they likely to be headed?","It is a belief that the Divine Mother herself calls her children to visit her and receive her blessings. Therefore the phrase ""Bulawa Aaya Hai."" Shri Mata Vaishno Devi Ji resides in a Holy Cave located in the folds of the three peaked mountain named Trikuta in the Jammu region. She is the collective embodiment of all three Devis, Saraswati, Lakshmi and Kali. Vaishnavi is in the form of a five and a half feet rock with three heads or pindis (petrified stone) representing the three Devis. A geological study of the Holy Cave has indicated its age to be nearly a million years. This shrine, like with many others, is associated with the itihasa purana tradition. The Pandavas of the Mahabharata are said to have invoked the Mother for victory. Overlooking the cave are five stone structures associated with the five brothers. Perhaps the oldest reference of a visit by a historical figure to the Holy Cave is that of Guru Gobind Singh. The 14 km Yatra has been a part of several film songs and Bhajans. Gulshan Kumar, the founder of T Series, popularised Vaishno Devi with his philanthropy and collection of songs. Source: Sacred Landscape and Pilgrimage to Vaishno Devi, Abha Chauhan www.maavaishnodevi.org Picture Credit: Travel Triangle"
308,This Yatra is the most protected Yatra in India due to terrorist threats. Which is it?,"The Amarnath Yatra has been repeatedly attacked by terrorists and is now guarded by over 60,000 security men with a variety of technology._x000D_ _x000D_ Amarnath is the Immortal Lord. Anantnag in Kashmir is famous for the Amarnathji cave with the ice Lingam representing Shiva. It is at a height of 13,000 feet. Two smaller ice stalagmites represent Parvati & Ganesha. Hindus believe that the lingam waxes & wanes with the moon. The traditional yatra reaches the cave every year on the Raksha Bandan Purnima day._x000D_ _x000D_ Legend has it that Shiva recounted to Parvati the secret of creation in the cave. Kalhana's Rajtarangini, a 12th century work, mentions Amarnath as a tirtha known since ancient times. Old chronicles call it Amaresbara and many Kashmiri kings including the 15th century Sultan Zain-ul-Abedin visited the cave. The origin of the pilgrimage is described in a Sanskrit book “Bringesha Samhita.” A rishi instructed his disciples to visit the cave and Shiva gifted the pilgrims a scepter for protection, that is even today known as ‘Chari (stick in Hindi) Mubarak’. A Muslim shepherd Buta Malik is also associated in some tales with the rediscovery of cave and till date some percent of donations are given to his family._x000D_ _x000D_ Source: Shri Amarnath Kashmir Yatra, Madan Mohan Sharma._x000D_ _x000D_ https://anantnag.nic.in/tourist-place/amarnath/_x000D_ _x000D_ Picture Credit: Economic Times"
309,"The famous anthropologist Irawati Karve defined the region of Maharashtra through a pilgrimage. She said, “Maharashtra: the land whose people go to __________ for pilgrimage."" Which pilgrimage was she referring to?","Every Ashadh, devotees across Maharashtra take a pilgrimage on foot to the Vithoba temple in Pandharpur. The 800-year-old tradition is called the Wari and the devotees-the Warkaris (literally 'those who do the wari'), a community in the bhakti tradition. The Wari is a distinctive part of Maharashtrian culture. Men in Gandhi caps, women with tulsi pots on their heads, saffron flags, musical instruments, bhajans, kirtans and tastefully decorated vehicles are characteristic of the Wari today._x000D_ _x000D_ The tradition is traced to Vitthala Pant. He was the father of Sant Dyaneshwar, who wrote Dyaneshwari in the 13th century - the oldest known Marathi literature that led to the flowering of Maharashtra’s renowned Sant Parampara (saint tradition). Many other saints in the 14th to 16th centuries have been known to do the wari - Namdev, Bhanudas, Eknath. In the 17th century, Sant Tukaram performed the wari with the padukas (sandals) of Sant Dyaneshwar around his neck._x000D_ _x000D_ The present system of carrying the padukhas on palkis (palanquins) was first introduced by Haibatravbaba, a courtier of the Gwalior based Scindias, in the 19th century. Under his supervision, the Wari began to resemble a military procession with elephants & horses and groupings of thousands of devotees called the Dindis._x000D_ _x000D_ Source: On the Road, A Maharashtrian Pilgrimage. Irawati Karve._x000D_ _x000D_ https://swarajyamag.com/culture/the-pandharpur-wari-the-journey-of-the-devout_x000D_ _x000D_ Picture Credit: The wonderful photographer Salonee Jain, Instagram @thesaloneejain"
310,"Which word in the English language is inspired by the annual Jagannath rath yatra at Puri, Odisha?","The Ratha Yatra of Puri is the Yatra of the deities themselves. It is celebrated in June-July. During the festival, the three deities (Jagannath, his brother Balabhadra and sister Subhadra) are pulled in three massive, wooden chariots to Gundicha Temple whereby they reside there for a week and then return to the Jagnannath temple. The grandeur of the festival impressed the British so much that they coined the term juggernaut, an anglicized form of Jagannath. It refers to an overwhelmingly powerful and unstoppable force. Rev Claudius Buchanan was the first to popularize the word in the early 1800s, though as a missionary he described the yatra as a violent and bloody cult._x000D_ _x000D_ Source: Word Origins and their Romantic Stories. Wilfred Funk._x000D_ _x000D_ blog.oup.com_x000D_ _x000D_ Picture Credit: Srijat Mishra, Rath Yatra 2023"
311,This lakeside Guruwara is one of the holiest spots of Sikhism and is accessible only through a trekking trail. Where is this?,"Hemkund is a special Gurudwara. This is the place where Guru Gobind Singh is supposed to have meditated in his earlier life. In his own words he says ""I was busy performing penance on the hills of Hemkunt where seven peaks are prominent. The place is called Sapt Shring where King Pandu had performed Yoga."" The location was identified only in 1930s. Hemkund is in the Garhwal Himalayas and adjoins the Valley of Flowers which is a very popular hiking and nature destination. Hemkund is accessible only by a steep hiking trail. The roadhead from Haridwar to Badrinath branches off towards the Hemkund hiking trail after Joshimath. Source: Sikh Shrines in India, G.S.Randhir Picture Credit: Hemkund Sahib Gurudwara, Facebook"
312,This Yatra requies an austere and arduous preparation for 41 days. Which is it?,"Thousands of black bearded, black clad men are seen everywhere in Kerala in the Yatra months. Their foreheads are smeared with Vibhuti, Kumkum and sandal paste. They are chanting “Swamiye, Saranam Ayyappa,” meaning Lord Ayyappa, I surrender to you. They are headed to Sabarimala in Kerala, situated on a hilltop. The pilgrim trail is difficult, passing through forest areas. Before starting the Yatra, the pilgrims are expected to follow an austere vratham (cleansing period) of 41 days. The vratham requires wearing only black clothes, being barefooted, bathing twice a day, abstaining from meat, tobacco and alcohol. The vratham requires austerity in language and demeanor. Pilgrims are also required to maintain celibacy. The temple doors of Sabarimala are open to everyone, irrespective of caste, creed, religion or social status. The deity being a celibate, only girls below 10 years who have not attained maturity and women who have reached menopause, can perform the Yatra. This restriction is now being litigated in the Supreme Court. The 2022 Malayalam movie Mallikapuram captures the joy of an 8-year-old girl on the Sabarimala Yatra. Source: Pilgrimage to Sabari, K.R. Vaidyanathan Picture Credit: ABP Live"
313,"The original Char Dham yatra covers the four directions of the country. Who is said to meditate at Badrinath (Uttarakhand), take bath at Rameshwaram (TN), dine at Puri (Odisha), and retire at Dwarka (Gujarat)?","The popular Char Dham Yatra is actually a chota (small) char dham yatra featuring the four Uttrakhand temples. The Original Char Dhams mark four extremes of India, Badrinath, Puri, Dwarka and Rameswaram. This yatra is very sacred and said to provide moksha (salvation). Yatris aim to do it at least once in their lifetime. Each of Dhams came into prominence in a particular Yuga. Badrinath came into prominence when Nar-Narayana, a Vishnu incarnate, did penance in a plum (badri) forest during Satya yuga. Rameshwaram came into prominence in the Treta-Yuga when Lord Rama bathed and worshipped Shiva. Dwarka Dham got its prominence in the Dwapara Yuga when Lord Krishna made Dwarka his residence instead of Mathura. Jagannath Puri Dham is famous for its chappan bhog (56 course) prasad (offering) and it is the dham for Kaliyuga (age of enjoyment). Thus, the char dhams are associated both with the four directions and the four ages of time. Source: Immotral India, J.J Dave. Anuradha Goyal’s You Tube lecture on Tirthas Picture Credit: Swarajya"
314,The Navanu yatra involves pilgrims ascending a hill 99 times. Which community takes part in this yatra?,"One of the major Jain tirtha-yatras (pilgrimages) in Gujarat is the Navanu Yatra (99 yatras), undertaken from Palitana in Bhavnagar district. From Palitana, yatris ascend Shatrunjaya Hill (altitude 580 m), considered to be tirthadhiraja (the king of all yatras), whose summit has hundreds of temples built over several centuries. The objective of the Navanu Yatra is to ascend Shatrunjaya 99 times, hence the name navanu. This is a re-enactment of the number of times Adinatha (the first Jain tirthankara) is believed to have ascended the hill. He is believed to have given his first summon under a banyan tree on the summit of the hill. Because of this association, the cynosure of Navanu Yatra is the Adishvara temple (popularly called Dadanu Derashar), where the yatra culminates. Jains believe that 23 out of 24 tirthankaras attained moksha on Shatrunjaya Hill. Source: https://www.sahapedia.org/journey-moksha-navanu-yatra-shatrunjaya-hill Picture Credit: Ankita Jain"
315,"Kashi (Benaras/ Varanasi) is famous for its ‘Panchkroshi’ pilgrimage. Panch signifies five, what does kroshi refer to?","Kashi Kshetra is delimited by an outer circle, known as Brhat Panckrosi Yatra. The area within it is believed to be the most sacred. The Yatra is believed to cover 108 sacred places (144 in some accounts). The radius of the circle is five kroshas – approx. 10 miles. The Panchkroshi pilgrimage is a five-day pilgrimage to cover this radius of five kroshas with five stops. The first historical reference to these areas was made in 7th Century Padma Purana. Source: Panchakroshi Yatra of Banares. Rana P.B. Singh. India: A Sacred Geography. Diana Eck. Picture Credit: Rana P.B. Singh"
316,This is the longest Yatra in India. This river is circumambulated from source to sea and back. Which river is this?,"The sacred Narmada River, the lifeline of Central India, is worshipped as Narmada maiyya (mother) or Ma Rewa (derived from “rev” meaning leaping one). Being the longest west-flowing river, the Narmada parikrama is a formidable spiritual exercise and challenge—an incredible journey of about 2,600 km. The journey usually starts at the river’s source at Amarkantak in the Maikal Hills in Madhya Pradesh, goes along its southern banks, all the way to its mouth at Bharuch in Gujarat. The pilgrims then cross over to the northern bank and trace the trail back to the source of Narmada. Pilgrims can, however, start from the mouth of the river, or anywhere in-between, but they must complete the circuit and return where they began. Source: Immotral India, J.J Dave. https://www.outlookindia.com/traveller/mp/inspire-me/culture/narmada-parikrama-great-circumambulation/ Picture Credit: Backpackers and Travellers India, Facebook"
317,The annual Kanwar yatra is a big pilgrimage for Shiva devotees in North India. Thousands of men carry Ganga Jal to their hometown. What does ‘kanwar’ mean?,"‘Kanwar’ is a single pole made of bamboo with two containers filled with holy water dangling from the opposite ends._x000D_ _x000D_ Kanwar Yatra is an annual pilgrimage of devotees of Lord Shiva, also known as ‘Kavad.’ They carry the waters of Ganga from Sultanganj in Bihar to Devghar Jyotirling in Jharkhand. They walk or run barefooted for the 105 kms of this Yatra. Some even prostrate the entire distance. Nowadays the Yatra also takes place from Haridwar, Gaumukh, Gangotri in Uttarakhand back to the Shiv temple in their respective hometowns. Many complete the Yatra in motorcycles too._x000D_ _x000D_ The journey is usually undertaken in the monsoon month of Shravana (between July and August). The kanwarias generally wear distinct saffron-coloured robes and chant ‘Bol Bam’ to glorify Shiva._x000D_ _x000D_ Source: Walking With Pilgrims. Ruma Bose._x000D_ _x000D_ https://indianexpress.com/article/lifestyle/life-style/route-religious-significance-kanwar-yatra-7997871/_x000D_ _x000D_ Picture Credit: The Quint"
318,Sankranti is also a day for bathing in sacred waters. This photograph captures a pilgrimage to a sacred waterbody for a Sankaranti bath. Which pilgrimage is this?,"Gangasagar Mela is held at an island in the delta of River Ganga in Bengal every Makar Sankranti. It is said to be the second largest pilgrimage gathering after the Kumbh Mela. It is associated with the story of Kapila muni who systematized Samkhya philosophy. In Puranic stories King Sagara’s sons falsely accused Kapila muni of stealing their sacrificial horses. Kapila muni in anger at the false accusation burnt them to ashes. Many years later, Sagara’s descendant, King Bhagirath came to Kapila muni and requested him to release his ancestors from hell. On Kapila muni’s suggestion, Bhagirath requested Ganga to come down to earth and the touch of her waters released Bhagirath’s ancestors from hell. It is believed that bathing in the Ganga at this spot on Makar Sankranti leads to salvation. Source: River of Moksha, Pilgrimages along the Ganga. Swami Kailashanand Giri https://www.gangasagar.in/en/about/mythologicalsignificance Picture Credit: Avishek Das Flickr"
390,"Sati immolated herself at Kankhal, leading to the creation of the Shakti Peetha tradition. Where is Kankhal?","According to the Puranas, Sati immolated herself during a Yagna when her husband, Shiva, was insulted by her father. This act enraged Shiva, and in his grief and anger, he carried her body across the country in a destructive dance. To calm Shiva, Vishnu was requested to intervene. Vishnu gradually dismembered Sati's body, and these different parts fell at various places, which became known as Shakti Peethas. Kankhal is near the famous pilgrimage center of Haridwar._x000D_ _x000D_ Picture Credit: Ramanujam SR"
391,Which Shakti Peetha is regarded as the greatest and is one of the 4 Adi Peethas according to various texts?,"Kamakhya in Assam is considered one of the greatest Shakti Peethas and is mentioned as one of the four Adi Shakti Peethas representing the cardinal directions. The Buddhist text Hevajra Tantra and Kalika Purana both attest to its significance. Kamakhya defines the land of Kamarupa, where the Goddess is believed to reside in every household._x000D_ _x000D_ The temple has a unique tradition of closing for three days during the monsoons, symbolizing the menstrual period of the Goddess. Kamakhya is also linked to the concept of birth. Situated on the Nilanchal hill overlooking the mighty Brahmaputra River, the area around Kamakhya temple is undergoing development, much like the Kashi Vishwanath corridor._x000D_ _x000D_ Source: DC Sircar, The Shakta Pithas_x000D_ _x000D_ Picture Credit: Ramanujam SR"
392,"Shakti, known as Mahisharuramardini, took residence in this ancient Peetha after defeating Mahisha. Where is this Peetha located?","Situated near Mirzapur in Uttar Pradesh, Vindhyachala overlooks the holy Ganga river. Shakti, also known as Mahisharuramardini, settled here after slaying Mahisha._x000D_ _x000D_ Vindhyachala is home to three main temples dedicated to different manifestations of Devi: Vindyavasini, Kalo Khoh, and Ashtabhuja. Pilgrims often embark on the Trikon Parikrama, a sacred journey, visiting these three Devi temples._x000D_ _x000D_ The Devi Mahatmya, an ancient text, references the Great Goddess who vanquished Mahisha and reveals her various appearances, including her eventual manifestation as the Goddess of Vindhya._x000D_ _x000D_ The region around the Vindhyachala temple has a rich history of Devi worship. Baghor, located approximately 100 kilometers away, bears evidence of Devi worship dating back 11,000 years. You can read about Baghor in IndiYatra’s Navaratri 2022 quiz. https://indiyatra.in/devi-a-quiz/ _x000D_ _x000D_ Source: Inditales.com_x000D_ Vindyachalmandir.com_x000D_ _x000D_ Picture Credit: Government of UP"
