snippet_key,hook,explanation
478,Chandrasekhara is the manifestation of Shiva with the crescent moon on his head. What was the reason for Shiva to do this?,"_x000D_ _x000D_ Shiva adorned Chandra to console him and to absolve him of a curse._x000D_ _x000D_ Chandra had married twenty seven daughters of Daksha, the son of Brahma. But he was partial to two of them. The rest of the daughters complained to Daksha. An infuriated Daksha cursed that Chandra would lose his brightness. Chandra repented his actions but Daksha would not forgive him. Chandra surrendered to Shiva who then adorned him in his head. Shiva also ordained that instead of losing the brightness forever, Chandra would wax and wane._x000D_ _x000D_ This beautiful bronze deity is unfortunately in Brooklyn museum._x000D_ _x000D_ Picture Credit: Brooklyn Museum"
234,In this city Hanumanji lives as a protector of Lord Rama. He has his own temple. Which city is this?,"Hanumanji resides in the Hanuman Garhi temple of Ayodhya as a protector of Ayodhya. Lord Ram himself is supposed to have given this responsibility when he left earth._x000D_ _x000D_ Befitting this role, the Hanumanji deity, though small in size, is atop a throne in Hanuman Garhi. The temple is a fortified structure with bastions in each corner. Like a fort, the temple is reached by climbing a short flight of steps. It is quite close to the Ram Janambhoomi site and is on the hilly contours of Ramkot. Pilgrims first visit Hanuman Garhi after a bath at Sarayu and before they visit Ram Janambhoomi._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ Ayodhya, UP Tourism_x000D_ _x000D_ Picture Credit_x000D_ _x000D_ Ayodhya, UP Tourism"
235,Ashokan edicts and pillars are spread across the geography of India. One of them is at a famous site in Rama's journey. Which site is this?,"Prayagraj houses an Ashokan pillar edict. The pillar marks an enormous continuity in the heritage of India._x000D_ _x000D_ Prayagraj is of great significance in Ramayana. It was chosen by Ashoka as the site of one of his pillars. Samudragupta marked his inscription on the same pillar. Later on Jehangir also added to it. All of them recognised its historical value and legacy._x000D_ _x000D_ Nashik does not have any Ashokan edict. Kalsi and Dhauli have rock edicts but these are not connected to Lord Rama's journey._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni."
236,One of the most ancient geological features of India is connected to the journey of Lord Rama. Which among these features is it?,"_x000D_ _x000D_ _x000D_ The Lonar lake and crater were created when a meteorite crashed into earth 5.70,000 years ago. Lord Rama is believed to have visited Lonar during his journey through Dhandakaranya forest. He performed the Shraddha of Dasharath here. Later, Shatrughan kills Lavanasura and sets up his capital here. The name Lonar is a modification of the name Lavanar._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni."
237,Dr Ambedkar started his fight for temple entry for scheduled castes by entering this temple. Which temple is this?,"Kala Ram temple in Nashik is a famous temple which was constructed in the 18th century by the Peshwas. It is so called because of the pitch black stone from which the deities are made. The temple probably existed from earlier times. It was reclaimed from invaders and the present grand structure was constructed by the Peshwas. There are puranic references that indicate a temple existed in this spot about 800 years ago._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ _x000D_ Picture Credit_x000D_ Ramanujam"
238,"In which city would you find the pond Banganga, a pond which is supposed to have been created by Rama by shooting an arrow into the earth?","_x000D_ Banganga is a tank in the southern Mumbai near Malabar Hill. Rama and Lakshmana had come here in search of Ravana. They wanted to drink water and therefore Rama shot an arrow into the ground. The tank and the surrounding area now host a number of small temples. The tank preserves the look of yesteryears and is a sharp contrast to the surrounding high rises of Mumbai city._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ _x000D_ Picture Credit_x000D_ Ramanujam"
239,Kardiguda is a village near Hubli in Karnataka. It has a cave that has been closed up by a concrete structure because villagers fear that whoever ventured into it died. How is this connected to Ramayana?,"_x000D_ Ayomukhi is an ogress who coveted Lakshmana as she saw him wandering with Rama. She transformed herself into a beautiful woman and implored Lakshmana to stay with her. When Lakshmana refused, she turned into her true form and grabbed him. Lakshmana cut off her nose, ears and breast. The ogress ran into her cave seeking safety. Nowadays, villagers have blocked off the cave with two foot thick concrete because ten villagers who ventured into the cave are believed to have died. There is a temple nearby in which only a female priest officiates since Ayomukhi does not kill women._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ _x000D_ Picture Credit_x000D_ Twitter @Yuva Brigade"
240,There are five holy lakes in Hinduism. One of them is linked to Ramayana. Which one is it?,"Parvati prayed and bathed in Pampa Sarovar (in Karnataka) to get Lord Shiva as her husband._x000D_ _x000D_ When Sabri met Rama and Lakshmana, she led them to Pampa Sarovar. She indicated that they would meet Sugreeva there and that he will help them in the search for Ravana._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ _x000D_ Picture Credit_x000D_ www.facebook.compampasarovaranegundi"
241,"The Kodanda Rama temple in Hampi has an unusual sculpture of someone praying to Rama, Lakshmana and Sita. Who is this?","A sculpture of Sugreeva is shown bowing to Rama, Lakshmana, Sita and Hanumaji in this temple. Sugreeva is supposed to have built this temple in gratitude to Rama. He then also installed his own sculpture marking his paying of respect. Source Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni. Picture Credit"
242,Dasaratha conducted the putrakameshti Yaga to beget children. A very unlikely location is believed to be the location where he conducted the Yaga. Which location is this?,"The Adi Jagannatha temple in Tiruppullani near Rameswaram is believed to be the place where Dasaratha conducted the putrakameshti yaga. Even today, payasam is distributed as prasada in the morning and childless couples visit the temple to seek blessings._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ _x000D_ Picture Credit_x000D_ sadagopan.org"
243,Rambodha is a temple in Sri Lanka connected with the Ramayana Itihaasa. Which event is it connected to?,"Rambodha hill marks the spot where Hanuman ji first landed in Sri Lanka. It is also the place where Rama's troops or ""bodhas"" camped. A hill to the southern side of the Rambodha hill is called Ravanbodha and is believed to be where Ravana's army camped. The Chinmaya Mission maintains a temple at Rambodha which has a twenty foot granite deity of Hanumanji._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ _x000D_ Picture Credit_x000D_ www.facebook.comweerasinghe.ruwan"
244,Which place is considered as the birthplace of Ravana?,"_x000D_ _x000D_ Bisrakh in Noida, just a few kilometers outside Delhi is considered the birthplace of Ravana in India. Villagers of Bisrakh celebrate both Dussehrah and Diwali in a muted manner._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ _x000D_ Picture Credit_x000D_ _x000D_ UP Tourism"
245,Dunuwila is a location in Sri Lanka connected with the Ramayana itihaasa. What is the event that it is associated with?,"Rama's battle with Ravana raged on. As Ravana perpetually thought of Sita in his heart, it is believed that Rama could not shoot an arrow at his heart. It was predicted that Ravana will get frustrated and think of revenge on Rama and forget Sita. At that time Rama would be able to kill Ravana as Sita was no longer in his heart. At Dunuwila, Rama is believed to have drawn the brahmastra that killed Ravana. Source Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni. Picture Credit"
246,The Muneeswaran temple in Colombo has a special place in Ramayana. Which event is associated with this place?,"Muneeswara temple is supposed to have been one of the ancient Shiva temples. The name Mun Eswaran in Tamil implies early Shiva or before Shiva. This temple is believed to have been consecrated by Ravana himself or as the place where Ravana prayed to Shiva. As Rama had killed Ravana, a brahmin and a Shiv Bhakt, he is supposed to have come here to absolve himself of the sin. He was turned away and then created a small Shiva Lingam at a nearby spot called Manavari. Muneeswaran temple is one of the largest temples in Sri Lanka._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ _x000D_ Picture Credit_x000D_ munneswaram.com"
247,Nandigram is famous for the land acquisition dispute that triggered the decline of Left Front in West Bengal. There is another Nandigram just outside Ayodhya. What is it famous for?,"_x000D_ _x000D_ Bharat ruled from Nandigram during Rama's exile. When Rama was returning to Ayodhya, he did not want to claim the kingdom against Bharat's wish. Therefore he sent Hanuman to assess the intent of Bharat. Hanuman came in disguise as a Brahmin and tested Bharat's will to welcome Rama._x000D_ _x000D_ The temple here shows Bharat and Hanuman in embrace after Hanuman revealed to Bharat his true form. The Jata Kund here is believed to be the place where Lord Rama and Lakshman cut their matted hair at the end of their exile._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ Uttar Pradesh A to Z, UP Tourism_x000D_ _x000D_ Picture Credit_x000D_ _x000D_ UP Tourism"
248,"When it was time to leave the earth, Lord Rama walked into Sarayu and disappeared. Which location on Sarayu/ Ayodhya did he disappear from?","Guptar Ghat is the location on the Sarayu river from where Rama left this world. It is called Gupt to represent the vanishing of Rama._x000D_ _x000D_ Source_x000D_ Footsteps of Rama, Vikrant Pande and Neelesh Kulkarni._x000D_ UP A to Z, UP Tourism_x000D_ _x000D_ Picture Credit_x000D_ Ayodhya, UP Tourism"
445,This site of repeated attacks is the first Jyotirlinga listed in the Shiva Purana. Which is it?,"Quick read: Soma (moon) got the curse of his father in law mitigated by praying to Shiva at Somnath. The authoritative list of Jyotirlingas is in the Shiva Purana. It is inscribed at Mahakaal temple, Ujjain. Somnath on the Saurashtra coast of Gujarat is the first on the list. Soma (moon) was married to the 27 daughters of Daksha (nakshatras of the zodiac) but he favoured Rohini (bright star Aldebaran which comes closest to the ecliptic of the moon). Daksha cursed Soma to disappear, for his partiality. Soma (moon) prayed to Shiva to escape the curse of his father in law. Shiva reduced the curse to cyclic waxing & waning. The place where he prayed was called Somnath (The Lord of the Moon). The Puranic story is an allegory encoding natural phenomena of the moon as well as Rohini. The earliest name of Somnath is Prabhasa, mentioned in the Mahabharat as a great tirtha. The Pandavas visited Prabhasa on pilgrimage and Arjuna sought Krishna’s help for the war here. The ancient Somnath temple was vandalized by Mahmud of Ghazni in 1026CE. It went through cycles of rebuilding and destruction over the next ten centuries. The current grand temple was rebuilt after independence under the guidance of Sardar Patel and KM Munshi, both of whom hailed from Gujarat. It was inaugurated by the first President Dr Rajendra Prasad. Source: Stories of Lord Shiva, Rama Krishna Mutt Picture Credit: Gujarat Tourism"
446,"Shiva named Kashi, ‘Avimukta’ - which He will never leave. He settled there to reassure someone. Who?","Quick Read: Shiva found Kashi to satisfy his in-laws who were not happy with his austere tent at Kailasha. Note: Kashi ( The Luminous Place) is where the Shiva first appeared on earth as Jyotirlinga (pillar of light). It was the place first created by Shiva & Shakti. From Kashi they created the rest of the universe. In a lesser known story, Devi Parvati’s parents, Mena & Himalaya were not happy with the tent of Shiva at Kailasha. They desired a proper place for her daughter. So Shiva scanned the whole earth and then came to Kashi. He vowed never to leave it. Vishwanath temple represents the Jyotirlinga but the whole of Kashi is the abode of Shiva – “Kashi ka kankar Shiva Shankar” (the very stones of Kashi are Shiva). Source: Rana B Singh , Dolls of India Picture Credit: Ganga at Kashi, Ramanujam S. R"
447,Gauri Kund is the last motorable stop before the Kedarnath trek starts. How is Gaurikund important in Shiva’s life?,"Quick read: Parvati did Tapas at Gauri Kund seeking Shiva’s hand in marriage Parvati, Himalya’s daughter wanted to marry Shiva and decided to do tapas to win Him over. Convinced by her austerities Shiva appeared in disguise. He asked Parvati why she wanted to marry a mendicant like him, with no lineage and clan. Parvati said that Shiva was unchanging & indescribable but assumed forms for the welfare of bhaktas; and that she would only marry Him. Satisfied, Shiva revealed Himself and asked for Her hand. A small temple at Gauri Kund marks the place of Ma Parvati’s tapas. The marriage took place at nearby Triyuginarayan. Pilgrims start walking from Gaurikund to Kedarnath, the Lord of Cedar trees, and the northernmost JyotirLinga. It is said that the Pandavas wanted to worship Shiva at Kashi to expiate their sin of waging a great war. Shiva refused to meet them and left for the Himalayas. He hid as a bull inside the earth. The Pandavas recognized parts of the bull’s body jutting out and asked for forgiveness. The five places where the bull jutted out became the Panch Kedaras – Kedarnath being the hump of the bull. Source: “India, A Sacred Geography”, Diana Eck Picture Credit: Gauri Mata temple at Gauri Kund, Ramanujam SR"
448,Which Jyotirlinga is said to be at the navel or the centre of the universe?,"Quick read: The Mahakala at Ujjain is the Lord of time and death; and Ujjain is profusely referred in history and puranas. Ujjain is as old as history. It is attested from Buddha’s time. It was the capital of Avanti, one of the 16 mahajanapadas. In the epics, it is called the city victorious i.e. Avantika or Ujjaini. It flourished under the Guptas in the 4th-6th cent CE. It was Kalidasa’s hometown. Ancient and modern Literature speak of Ujjain as the centre of India. It is the navel, the nabhi. Puranas state that Ujjain is not only the centre of the universe but is on the vertical axis of the three worlds. Mahakala at Ujjain is the Lord of time and death. Shiva was bathed first thing in the morning with ash from a funeral pyre. Nowadays ash from burnt cow dung is used. Mahakal is also called Dakshinamoorti, one that faces the South. Ujjain is one of the most sacred tantra temples. The temple has five levels including an underground one. There are three Lingas, the Omkareshwar is on the level above the Mahakal and the Nagchandreshwar, open only on Nag Panchami, on the third level. One unique feature is that the prasad offered here to the Lord can be reoffered. Source: Dwadasa Jyotirlinga, Kanchi Kamakoti Peetha Picture Credit: Wikimedia Commons"
449,Which great river originates near the Trymbakeshwara Jyotirlinga near Nashik?,"Quick read: Godavari tumbled down Brahmagiri towards Tryambakeshwar to cleanse Rishi Gautam._x000D_ _x000D_ Trymbaka means the ‘The three eyed one.” The Linga is ‘Three Eyed’ as it represents the trinity of Brahma, Vishnu & Mahesh. While the site is ancient, the current temple built in black stone and the north Indian nagara style was built in the 18th cent by Peshwa Balaji Baji Rao._x000D_ _x000D_ Godavari originates at Brahmagiri near Tryambakeshwar. Rishi Gautam, whose ashram was in this area, once killed a cow by accident. To cleanse himself, he prayed to Shiva to send the river Ganga to him. Soon Ganga flowed down to him, taking the name Godavri. Seeing the miracle, the Gods beseeched Shiva to make Trymbaka his permanent abode._x000D_ _x000D_ Source: Stories of Lord Shiva, Rama Krishna Mutt_x000D_ _x000D_ Picture Credit: The source of Godavari, Ramanujam S. R"
450,Shiva slayed rakshasa Bhima at Bhimashankar in Maharashtra. Which Ramayana character was the father of Bhima?,"Quick read: Bhima was Kumbhakarna’s Son and wanted to take revenge on Vishnu (Rama). Bhimashankar Jyotirlinga is located atop a hill between Pune and Nashik. Bhima, a rakshasa, stayed in the region with his single mother Karkati. Bhima came to know that his father was Kumbhakarna and that he was killed by Rama before he could take Karkati back to Lanka. Bhima wanted to take revenge on Vishnu. He prayed to Brahma who gave him boons. Bhima started creating havoc. Devas prayed to Shiva to stop him. Another story suggests that Shiva took the Rudra avatar to kill the powerful Tripurasura who was trying to destroy the three worlds. In a long and furious battle, Shiva destroyed the demon and got the name Tripurantaka. After battle, he sat down from exhaustion and the sweat from his body started flowing as the Bhima river, which originates at Bhimashankar and merges with Krishna. Assam also claims this Jyotirlinga. Source: Shiv Purana, B.K. Chaturvedi Picture Credit: Team BHP"
451,Which Jyotirlinga was inadvertently established by Ravana?,"Quick read: Ravana had to leave the Linga he was carrying from Kailasha at Vaidyanath There are many claimants to the Vaidyanatha Jyotirlinga but the one in Jharkhand is the most well known. Ravana had gone to Kailasha and performed various austerities seeking a Linga for Lanka. Shiva was moved by his discipline and gave him a Linga, with a condition that he could not put it down until he got back to Lanka. The Devas were uneasy seeing the powerful Linga with him. Varuna, the God of Water entered Ravana’s body so that he could not fight the urge to relieve himself. He gave the Linga to a cowherd (or Ganesha in some stories) who could not mange the heavy weight, as Ravana was taking too long to relieve himself. He put the Linga down. When Ravana returned, he could not move it. In ardent devotion, Ravana cut off nine of his ten heads and offered to Shiva. Ravana’s head were restored by Shiva but the Linga did not move and took residence there as Vaidyanatha – the Lord of Physicians. Also known as Babadham, the temple is known for the annual pilgrimage when devotees carry water from the Ganga, eighty miles away, and bring it to the Linga as offering. The pilgrims chant ‘bol bam’ all the way. Source: “India, A Sacred Geography”, Diana Eck Picture Credit: William Hodges painting of Vaidyanath, 1782. British Library"
452,Rameshwaram has two Lingas. One was brought from the Himalayas by Hanuman. Who created the other?,"Quick read: Sita created a Linga since Hanuman was late in bringing a Linga from Kailasha._x000D_ _x000D_ Rama sent Hanuman to the Himalayas to bring an appropriate stone from Kailasha. But Hanuman did not return in time for consecration. So Sita ma created a Linga out of sand which Rama consecrated. Hanuman returned and wanted to replace the sand Linga with the Linga he had brought. However, Hanumanji could not move Sita ma’s linga no matter how hard he tried. Thus there are two Lingas – the Himalayan stone called Vishwanatha and the sand linga called Ramnatha._x000D_ _x000D_ There is also a belief that Rama consecrated the Linga before the war and not after the war._x000D_ _x000D_ Source: Dwadasa Jyotirlinga, Kanchi Kamakoti Peetha_x000D_ _x000D_ Picture Credit: Rameswaram temple, Ramanujam S. R"
453,Srisailam is a Jyotirlinga which is also a Shakti Peeth. Where is Srisailam?,"Quick read: Srisailam is one of the two Jyotirlingas in South India and also one of the few ShaktiPeethas in South India. Mallikarjuna is at Sri Saila (sacred mountain) in Andhra, a site mentioned in the Mahabharata. Being remote, the ancient temple has retained its serene beauty and features. The outer wall or prakara is one of the largest and most detailed in India with bas reliefs going back to 12th cent CE. Srisailam is the Jyotirlinga of Lord Mallikarjuna and the Shakti Peeth of Goddess Bharamaramba. Parvati took the form of a thousand bees (Bharamaramba ) to kill the demon Arunasura. This Jyotirlinga is revered by the local tribals also. Lord Shiva came to Srisailam on a hunting expedition and fell in love with a beautiful Chenchu tribal woman whom he married. She used to accompany him in his expeditions. Shiva is called as Chenchu Mallaiah by the tribes. In a bas relief in the temple, Shiva is shown accompanied by Parvati as a forest woman with arrows and four dogs. Srisailam is also the place where Shiva & Parvati settled to be close to Lord Karthikeya who left Kailash after being upset after losing a contest with his brother Ganesha. He had settled in the south at Palani in Tamil Nadu. This story explains a great Indian mystery. Somewhere in the Gupta period, the worship of Skanda stopped in North India. But He remains very popular in the south worshipped as Skanda, Murugan, Kartikeya, Kumara or Kumaraswami. Source: “Temples and Legends of Andhra Pradesh,” Bharatiya Vidya Bhavan. Picture Credit: Srisailam, Srisailam Devasthanam"
454,Omkareshwar is on the banks of which great river of India?,"Quick read: Omkareshwara is on an island which is in the shape of Om and is formed by the river Narmada. Omkareshwara is at Mandhata in Madhya Pradesh set in the Vindhya mountains. Vindhya felt humiliated when Narada told him that Mount Meru was taller. Vindhya established the Omkareshwara and prayed to Shiva who granted him a boon that he would be the tallest mountain. In arrogance, Vindhya started growing and would not stop even when he blocked the sun’s course. The earth started getting scorched and Shiva sent Agastya to straighten the Vindhya. When Agastya came, Vindhya bowed and asked what he could do. Agastya asked him to remain bowed till he returned. The sage proceeded south where he settled down and never returned. Vindhya stayed with the head bowed and didn’t grow henceforth. Shiva is the Cosmic Sound Aum here – the three primary sound ‘a’, ‘u’ and ‘m’ said to correspond with Brahma, Vishnu & Mahesh. Omkareshwara is an island almost shaped like the Aum in the river Narmada and is a key spot for the iconic Narmada yatra. Source: Dwadasa Jyotirlinga, Kanchi Kamakoti Peetha Picture Credit: Ramanujam S. R"
455,Ghushmeshwara in Maharashtra is located near a famous UNESCO site. Which is the site?,"Quick read: The Joytirlinga marks the devotion of Ghushma who continued her puja even after knowing her son has been killed. Ghushmeshwara or Grishneshwara is located around a km from Ellora caves. The official depiction of the Linga shows it with light radiating at the base, with a man, Sudharma kneeling before it. His mother Ghushma was an ardent Shiv Bhakt and had a daily routine of making 101 parthiv (earth) lingas which she would then immerse in a tank. Sudharma’s step mother killed him out of jealousy, cut the body into pieces and threw it into the same pond where Ghushma would immerse the Shiv Lingas. Even after knowing about her Son’s death, Ghushma carried on with her daily routine. When she went to offer the lingas in a pond as usual, she saw her son alive at the pond due to the grace of Shiva. In recognition of her ardent devotion, Shiva stayed back as Ghushmeshwara, Ghushma’s Lord. Source: Shiv Puran, B.K Chaturvedi Picture Credit: The Kailasanatha temple at Ellora, Lonely Planet"
456,The Nageshwarnath Jyotirlinga is near one of the original Char Dhams. Where is it?,"Quick read: The Jyotirlinga is near Dwarka which is one of the original char dhams._x000D_ _x000D_ Nageshwarnath is located in Darukavana near Dwaraka. There are other claimants for this Jyotirlinga in Pune and Uttarakhand. It refers to a forest of deodar tress. A Shiv Bhakt Supriya was kidnapped by the demon Daruka and his wife Daruki. Supriya created a linga and started worshipping it in the prison. An impressed Shiva gifted Pashupati Astra to Supriya with which he started killing the demons. The place where Supriya worshipped Shiva is near Dwaraka._x000D_ _x000D_ Legend has it that a devotee Namdev was blocking the view of other devotees who asked him to move. Namdev asked them to take him to a place where the Lord does not exist. The other devotees carried Namdev south. When they returned, they found that the Linga itself had turned and was facing south._x000D_ _x000D_ This ancient tirtha and its surroundings have intimate connections to the events in Krishna’s life including where He left his earthly body. Dwarka is part of the char dham circuit – it is believed that every day, Lord Vishnu takes his bath at Rameshwaram (south), meditates at Badrinath (north), dines at Puri (east) and retires at Dwarka (west)._x000D_ Adi Shankara also established mathas at the four corners of the country – Sringeri (south), Jyotirmath (north), Puri (east) and Dwarka (west)._x000D_ _x000D_ Source: Art of Living_x000D_ _x000D_ Picture Credit: Gujarat Tourism"
457,India’s oldest university produced Chanakya and Panini. Which is it?,"Quick Read: Taxila is believed to be the oldest university of India and was in existence during Buddha’s time. Taxila or Takshashila, is in modern-day Pakistan. It is Bharat’s oldest centre of learning. It was the capital of Gandhara. It is believed to have been founded by Bharata (Sri Rama’s brother) and named after his son Taksha. It was destroyed by white Huns in 5th century CE. It attracted students from all over India (as far as Benares from the east) for higher education and specialization. It was famous for its philosophers in the days of Alexander. Panini (who wrote Ashtadayi on Sanskrit grammar in 6th cent BCE) and Chanakya (the author of the Arthashastra on statecraft in 4th cent BCE) are from Taxila. King Prasenajit of Kosala, a contemporary of the Buddha, was educated there. So was Prince Jivaka, an illegitimate son of King Bimbisara of Magadha. He learnt medicine & surgery and became a renowned practitioner. Taxila taught Vedas, arts, medicine, law, military and many other technical fields. 103 princes from different parts of India were enrolled in its archery school. On graduation, students also undertook foreign visits to learn further. Source: Dr P Suresh, Higher Educational Institutions in Ancient Indian History Radhakumud Mukherjee, Ancient Indian Education. Picture: Dharmarajika stupa at Taxila. Sasha Isachenko, Wikimedia Commons"
458,This famous university of India had entrance tests for admission and coaching centres nearby. Which is this?,"Quick read: Nalanda had entrance tests conducted at its gates, and admitted only 20% of aspirants. Nalanda was already well known during the time of Mahavira and Buddha. Kundalpur, one of three claimed birthplaces of Mahavira, is near Nalanda. Buddha meditated and taught at the nearby Rajgir. Nalanda was known as a centre of learning during Magadha period. Its growth as a university started during the Gupta period. It became the most sought after university across Asia and focused mainly on higher studies. It received endowments from several Kings which helped students focus on studies. Revenue of 100 villages were allocated to Nalanda to support the education system. Students came from China, Tibet, Korea and Mongolia to study in Nalanda. Scholars guarded the entrance gates of Nalanda and conducted oral tests for aspirants. Only 20% of the aspirants could successfully clear these tests and gain admission. It boasted a splendid library called Dharmaranjana spread over three buildings, one of which was nine storeys high. It was destroyed by Bakhtyar Khilji in late 12th cent CE, and it is said to have burnt for months. Chinese scholars made copies of sacred Buddhist texts from Nalanda. I-tsing copied 400 Sanskrit works amounting to 5,00,000 verses. Any association with Nalanda evoked respect across Asia. We can unequivocally state that never again has a university as renowned as Nalanda existed in India. Sahana Singh writes that a system of coaching existed nearby to help aspirants (Byju’s would have liked to acquire Nalanda!) Source: Dr P Suresh, Higher Educational Institutions in Ancient Indian History Sahana Singh, Educational Heritage of Ancient India Picture: Nalanda University, S. R Ramanujam"
459,"Which dynasty of Bengal patronized a string of famous universities like Vikramshila and Somapura, between 8th-12th cent CE?","Quick Read: The Palas of Bengal and Magadha maintained a network of five universities in the region. Pala period saw the growth of a number of monasteries in ancient Bengal and Magadha. Tibetan sources point out five great Mahaviharas: Vikramasila, Nalanda, Somapura, Odantapura, and Jaggadala. These formed a network and teachers moved from one to another. All of them were under state supervision and the universities co-ordinated with each other. All these universities fell under the invasions of the Delhi sultans. Source: Dr P Suresh, Higher Educational Institutions in Ancient Indian History Picture: Ruins of Vikramsila. Surav Sen, Wikimedia Commons"
460,This ancient centre of learning attracted wise men across religions. Which is it?,"Kashi was a centre of learning cutting across Hindu, Buddhist Jain and Sikh religions. Parsvanath, the 23rd Jain Tirthankara and three other Thirthankaras were born in Kashi. Buddha’s first sermon was at Sarnath near Benares. He taught the essentials of Buddhism to his first five disciples. Kashi was a great centre of Upanishadic learning. Shankaracharya and Ramanuja lived and composed their works in Kashi. Guru Nanak, Guru Teg Bahadur and Guru Gobind Singh visited Kashi. Sant Ramanand, Sant Kabir, Sant Ravidas and Sant Surdas belonged to Kashi. Kashi like now, was a magnet for wise men even then. The earliest Buddhist texts call Sarnath ‘Isipatana’ – a place where holy men landed. True to its name, it remains a centre of pilgrimage for Buddhists, Jains & Hindus. Source: https://www.peepultree.world/livehistoryindia/story/monuments/sarnath GS Randhawa, IIT Roorkee Picture: Wikimedia Commons"
461,The Gargi college and Maitryi Colleges in Delhi are named after Hindu women seers and debaters. Where can you read about them?,"Quick Read: Brhadaranyaka Upanishad describes the famous debates of Gargi and Maitryi with Yajnavalkya _x000D_ _x000D_ Gargi was a philosopher who lived during the time of King Janaka, according to the Brhadaranyaka Upanishad. She was bestowed with the title of BrahmaVadini. She participated in the philosophic debate organized by King Janaka._x000D_ _x000D_ Yajnavalkya considered himself invincible in debates. Gargi started asking questions that Yajnavalkya could not answer. Gargi continued day in and out to test and challenge Yajnavalkya on the soul, existence, the universe and the environment. The questions drove him to a point where he beseeched Gargi to stop._x000D_ _x000D_ Maitryi is credited with 10 hymns out of 1000+ verses in the Rig Veda. Maitryi was the niece of Gargi and was the second wife of Yajnavalkya. He wanted to take sanyas and wished to divide his material wealth between his two wives. Maitryi then debated him on the meaning of wealth. This debate is captured in one of the most important sections of the Brhadaranyaka Upanishad._x000D_ _x000D_ Source: Radhakumud Mukherjee, Ancient Indian Education_x000D_ _x000D_ Picture: Gargi College"
462,What did the ‘samavartana’ ceremony and ‘snataka dharma’ mean in ancient education?,"Quick Read: Samavartana is the graduation ceremony which included reciting of the Snataka Dharma or vow. Vidyarambham (in south) or Haathekhori (in Bengal) marked a baby writing the alphabet. ‘Upanayana’ or the thread ceremony symbolized initiation into studies. At the end of a student’s studies, the student went through the ‘samavartana’ or the graduation ceremony. Graduation was an important rite of passage in life. In the presence of students, teachers and invited guests, the graduating student offered guru Dakshina (gift to guru). Thereafter the guru recited the snataka-dharma from the Taittirya Upanishad. This was followed by homa (fire ritual) and snana (ceremonial bath). The Snataka Dharma recites vows that include, “ never deviate from truth, never deviate from dharma, never neglect your well being, never neglect your health, never neglect worldly activities, never neglect self study and teaching of Vedas”. The Taittiriya Upanishad sloka, “…. Acharya Devo Bhava, Athithi Devo Bhava,” was also recited at this time. Even today, a graduate with a bachelor’s degree is called a ‘snataka’ in Hindi. Some graduation ceremonies are even now called Samavartana. Source: Sahana Singh, Educational Heritage in Ancient India Picture: RK Mission invitation for Samavartana function"
463,Which Hindi title for vice chancellor of university came from Gurukul - same as the person in a gurukul in charge of the intellectual and physical health of the students.,Quick Read: Kulpati was the chief administrator of a gurukul and the title of the Vice Chancellor flows from this role. मुनीनां दशसाहस्रं योऽन्नदानादि पोषाणात। अध्यायपति विप्रर्षिरसौ कुलपति: स्मृत:। Sages who nourished ten thousand sages or students and gave education were called the Kulpati. The responsibility for a gurukul student’s mental and intellectual development rested with the Kulpati. Nowadays the term is used for the ‘Vice Chancellor’ of the university. There was even a controversy in Bangalore University on whether the term Kulpati should refer to the Chancellor (Governor of a State) or the Vice Chancellor. Karnataka even amended its Universities Act in 1986 to clarify that Vice-Chancellor will be referred to as Kulpati. Source: https://vediconcepts.org/history-of-gurukul-education-system The Hindu Picture: Singpost for the residence of Kulpati at Bangalore University
